# WMO OSCAR/Space 对地观测仪器目录
# 来源: https://space.oscar.wmo.int/api/v1/instruments（42 页）
# 文档: https://space.oscar.wmo.int/apidoc/
# 许可: 可自由使用与再分发，须致谢 WMO；WMO 不对准确性作担保
# 署名: WMO OSCAR/Space, https://space.oscar.wmo.int/
# 生成: python scripts/fetch_oscar_instruments.py   —— 请勿手工编辑
#
# 每行 10 列，制表符分隔: oscar_id	slug	acronym	fullname	agency	instrument_type	classification	wigos_subcomponent	satellite_count	variables
91	cpr_cloudsat	CPR (CloudSat)	Cloud Profiling Radar for CloudSat	NASA	Cloud and precipitation radar	Earth observation instrument|Active and radio-occultation sensor|Cloud and precipitation radar	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'16': {'name': 'Precipitation radars and cloud radars', 'wigos-filters': ['Precipitation radar and cloud radar']}}}}	2	
92	cpr_earth_care	CPR (Earth-CARE)	Cloud Profiling Radar for Earth-CARE	JAXA	Cloud and precipitation radar	Earth observation instrument|Active and radio-occultation sensor|Cloud and precipitation radar	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'16': {'name': 'Precipitation radars and cloud radars', 'wigos-filters': ['Precipitation radar and cloud radar']}}}}	1	
93	cris	CrIS	Cross-track Infrared Sounder	NOAA	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'5': {'name': 'IR hyperspectral sounders [in SSO]', 'wigos-filters': ['IR hyperspectral sounder [in SSO] ']}}}}	0	
95	czcs	CZCS	Coastal Zone Colour Scanner	NASA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Narrow-band imager (for ocean colour)']}}}}	1	
96	czi	CZI	Coastal Zone Imager	NSOAS	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	0	None|None|None|None|None|None|None|None
100	dcs_meteosat	DCS (Meteosat)	Data Collection Service	NOAA	Data collection system	Other payload component|Data Collection System	[]	0	
103	dcs_himawari	DCS (Himawari)	Data Collection Service	JMA	Data collection system	Other payload component|Data Collection System	[]	0	
105	dcs_fy	DCS (FY)	Data Collection Service	CMA	Data collection system	Other payload component|Data Collection System	[]	0	
107	dcs_insat	DCS (INSAT)	Data Collection Service	ISRO	Data collection system	Other payload component|Data Collection System	[]	0	
109	dcs_electro	DCS (Electro)	Data Collection Service	Roscosmos	Data collection system	Other payload component|Data Collection System	[]	0	
112	dcs_landsat	DCS (Landsat)	Data Collection System	NASA	Data collection system	Other payload component|Data Collection System	[]	3	
114	dcs_cbers	DCS (CBERS)	Data Collection System	INPE	Data collection system	Other payload component|Data Collection System	[]	0	
116	dcs_adeos	DCS (ADEOS)	Data Collection System	CNES	Data collection system	Other payload component|Data Collection System	[]	1	
117	dcs_sac	DCS (SAC)	Data Collection System	CONAE	Data collection system	Other payload component|Data Collection System	[]	3	
118	delta_2d	Delta-2D	Scanning Microwave Radiometer	Roscosmos	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'8': {'name': 'MW imagery [in SSO]', 'wigos-filters': ['MW imager [in SSO]']}}}}	1	
119	dmac	DMAC	DubaiSat-1 Medium Aperture Camera	EIAST	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'57': {'name': 'High-resolution optical observation constellation (commercial)', 'wigos-filters': ['High-resolution optical observation constellation (commercial)']}}}}	1	
120	doris	DORIS	Doppler Orbitography and Radiopositioning Integrated by Satellite	CNES	Positioning system	Other payload component|Positioning system	[]	0	None|None
125	dpr	DPR	Dual-frequency Precipitation Radar	JAXA	Cloud and precipitation radar	Earth observation instrument|Active and radio-occultation sensor|Cloud and precipitation radar	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'16': {'name': 'Precipitation radars and cloud radars', 'wigos-filters': ['Precipitation radar and cloud radar']}}}}	1	
126	efi_swarm	EFI (SWARM)	Electric Field Instrument	CSA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Electric field sensor [in LEO and cross magnetosphere]', 'Ionospheric electron density sensor [in LEO and cross magnetosphere]', 'Ionospheric plasma density']}}}}	3	None|None|None
127	egg	EGG	3-Axis Electrostatic Gravity Gradiometer	ESA	Gravity sensing system	Other payload component|Gravity sensing system	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'23': {'name': 'Gravimetry missions', 'wigos-filters': ['Gravitometry sensing system']}}}}	1	None|None|None|None|None
128	eoc	EOC	Electro-Optical Camera	KARI	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	1	None|None|None|None|None|None|None|None
129	erb	ERB	Earth Radiation Budget	NASA	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	2	
130	erbe	ERBE	Earth Radiation Budget Experiment	NASA	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	1	
131	erbe_noaa	ERBE (NOAA)	Earth Radiation Budget Experiment	NASA	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	2	
132	erm_1	ERM-1	Earth Radiation Measurement - 1	CMA	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	3	None|None
133	erm_2	ERM-2	Earth Radiation Measurement - 2	CMA	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	1	None|None
134	esmr_nimbus_6	ESMR (Nimbus-6)	Electrically Scanning Microwave Radiometer	NASA	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'8': {'name': 'MW imagery [in SSO]', 'wigos-filters': ['MW imager [in SSO]']}}}}	1	None|None|None
135	etm	ETM	Enhanced Thematic Mapper	NASA	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	1	
136	etm_plus	ETM+	Enhanced Thematic Mapper +	NASA	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	1	
137	exis	EXIS	Extreme Ultraviolet Sensor / X-Ray Sensor Irradiance Sensors	NOAA	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'27': {'name': 'X-ray spectrograph on GEO orbit', 'wigos-filters': ['X-ray spectrometer at GEO']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar X-ray spectrometer [from L1, GEO, LEO]', 'Solar EUV spectrometer [from L1, GEO, LEO]']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['X-ray spectrometer [from GEO, HEO, MEO, LEO]', 'EUV spectrometer [from GEO, HEO, MEO, LEO]']}}}}	0	None|None
138	fci	FCI	Flexible Combined Imager	ESA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'1': {'name': 'Multi-spectral VIS/IR imagery With rapid repeat cycles [in GEO]', 'wigos-filters': ['Multi-spectral VIS/IR imager with rapid repeat cycles [in GEO] ']}}}}	0	
139	fpr	FPR	Flat Plate Radiometer	NASA	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	0	None|None
142	fvm	FVM	Fluxgate Vector Magnetometer	DNSC	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Magnetometer at LEO']}}}}	2	None
143	fws	FWS	Filter Wedge Spectrometer	NASA	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	[]	1	None|None
144	gas	GAS	Greenhouse-gases Absorption Spectrometer	CMA	Cross-nadir scanning SW sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir shortwave (UV/VIS) sounder	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'15': {'name': 'UV/VIS/NIR sounders, nadir and limb', 'wigos-filters': ['UV/VIS/NIR nadir sounder']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'35': {'name': 'NIR/SWIR imaging spectroscopy', 'wigos-filters': ['NIR/SWIR imaging spectrometer']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'46': {'name': 'NIR spectrometer', 'wigos-filters': ['NIR spectrometer']}}}}	1	None|None|None|None|None
145	gems	GEMS	Geostationary Environmental Monitoring Spectrometer	ME (NIER)	Cross-nadir scanning SW sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir shortwave (UV/VIS) sounder	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'4': {'name': 'UV/VIS/NIR sounders  [in GEO]', 'wigos-filters': ['UV/VIS/NIR sounder [in GEO] ']}}}}	1	
146	geos_r	GEOS&R	Geostationary Search and Rescue	NOAA	Search & rescue system	Other payload component|Search and Rescue system	[]	0	
150	geos_r_electro	GEOS&R (Electro)	Geostationary Search and Rescue	RosHydroMet	Search & rescue system	Other payload component|Search and Rescue system	[]	0	
151	sas_r	SAS&R	Advanced Aided Search & Rescue	ISRO	Search & rescue system	Other payload component|Search and Rescue system	[]	0	
152	geoton_1	Geoton-1	Panchromatic and multispectral radiometer 1	Roscosmos	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	1	
153	gerb	GERB	Geostationary Earth Radiation Budget	UKSA	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	0	None|None
154	gfo_ra	GFO-RA	GEOSat Follow-On Radar Altimeter	NASA	Radar altimeter	Earth observation instrument|Active and radio-occultation sensor|Radar altimeter	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'10': {'name': 'Wide-swath radar altimeters, and high altitude, inclined, high-precision orbit altimeters', 'wigos-filters': ['Conventional radar altimeter']}}}}	1	None|None|None|None|None|None|None
155	glas	GLAS	Geoscience Laser Altimeter System	NASA	Space lidar	Earth observation instrument|Active and radio-occultation sensor|Lidar (Doppler lidar, backscatter lidar, lidar Dial, lidar altimeter)	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'32': {'name': 'Lidar (single wavelength) (in addition to radar missions mentioned in Component 1)', 'wigos-filters': ['Lidar (Altimeter - for surface)']}}}}	1	
156	gli	GLI	Global Imager	JAXA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'7': {'name': 'VIS/IR imagery; realisation of a Day/Night band [in SSO]', 'wigos-filters': ['VIS/IR imager [in SSO] ']}}}}	1	
157	glm	GLM	Geostationary Lightning Mapper	NOAA	Lightning imager	Earth observation instrument|Passive optical radiometer or spectrometer|Lightning imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'3': {'name': 'Lightning mappers  [in GEO]', 'wigos-filters': ['Lightning mapper [in GEO] ']}}}}	0	None
158	gmi_core	GMI (core)	GPM Microwave Imager	NASA	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'17': {'name': 'MW sounder and imagery in inclined orbits ', 'wigos-filters': ['\tMW sounder and imager in inclined orbits']}}}}	1	
162	gnos	GNOS	GNSS Radio Occultation Sounder	CMA	GNSS radio-occultation sounder	Earth observation instrument|Active and radio-occultation sensor|GNSS radio-occultation	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'19': {'name': 'GNSS radio occultation (basic constellation) ', 'wigos-filters': ['GNSS radio occultation sounder (basic constellation)']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Ionospheric total electron content sensor [at LEO and cross magnetosphere]', 'Ionospheric electron density sensor [in LEO and cross magnetosphere]']}}}}	2	
163	gnss_ro	GNSS-RO	Global Navigation Satellite System - Radio Occultation	NASA	GNSS radio-occultation sounder	Earth observation instrument|Active and radio-occultation sensor|GNSS radio-occultation	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'19': {'name': 'GNSS radio occultation (basic constellation) ', 'wigos-filters': ['GNSS radio occultation sounder (basic constellation)']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Ionospheric total electron content sensor [at LEO and cross magnetosphere]', 'Ionospheric electron density sensor [in LEO and cross magnetosphere]']}}}}	2	
164	goci	GOCI	Geostationary Ocean Color Imager	KIOST	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Narrow-band imager (for ocean colour)']}}}}	1	
165	golpe	GOLPE	GPS Occultation and Passive reflection Experiment	NASA	GNSS radio-occultation sounder	Earth observation instrument|Active and radio-occultation sensor|GNSS radio-occultation	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'19': {'name': 'GNSS radio occultation (basic constellation) ', 'wigos-filters': ['GNSS radio occultation sounder (basic constellation)']}}}}	1	
